LIST,ITEM,CONDITION,TEXT,QUESTION,QUESTIONTEXT,CORRECT
2,30,scientific_real,"Professor Harris*führte*seinen Biologiekurs*über den Campus.*Er war*ein Verfechter<br>des praktischen Lernens*und stolz darauf,*seine Studenten*aktiv*in den Unterricht<br>einzubeziehen.*Sein Unterricht war*sehr interaktiv*und er ermutigte*seine Studenten,<br>Fragen zu stellen.*Während des Rundgangs*hielt*Professor Harris*schließlich an.<br>Die Studenten*hatten sich*um*eine Orchidee*versammelt*und*betrachteten sie.<br>Sie befand sich*in der Mitte*vom Garten*und*wirkte*sehr anmutig.<br>Professor Harris forderte*eine Studentin auf,*den lateinischen Namen*zu nennen,<br>worauf*hektisches Blättern*in ihrem Lehrbuch*und eine zittrige Antwort*folgten.<br>Glücklicherweise*lag sie richtig*und wurde*von Professor Harris*für die Antwort*gelobt.<br>Die Gruppe*ging weiter*zur nächsten Anlage,*wo Bäume standen.",1,Mochte Professor Harris es, wenn seine Studenten nur still zuhörten?,f
2,31,scientific_real,"Die Ökologin*Dr. Müller*und ihr Kollege*Dr. Becker*hatten beschlossen,*gemeinsam<br>an einem Forschungsprojekt*zur Biodiversität*in verschiedenen Klimazonen*zu arbeiten.<br>Sie unterhielten sich*heute über*lokale Schutzmaßnahmen*in Deutschland,<br>woraufhin*Dr. Becker*eine mitgebrachte Mappe*öffnete*und etwas hervorholte.<br>In seiner*rechten Hand*hielt er*einen Lavendel,*den*er ihr reichte.<br>Er*hatte ihn*im Garten*entdeckt*und ihr*geben wollen.<br>Die beiden Ökologinnen*waren davon überzeugt,*ihr gemeinsames Projekt<br>weiter voranzutreiben*und damit*einen Beitrag*zur Erhaltung<br>der heimischen*Artenvielfalt*zu leisten.*Sie unterhielten sich*für mehrere Stunden<br>und warfen*viele Ideen*in den Raum,*die sie unbedingt*umsetzen wollten.",1,Wollten die beiden ihre Forschungen weiterführen?,j
1,32,scientific_real,"In ihrer Freizeit*redeten*die zwei Paläontologen,*Dr. Wagner und Dr. Patel,<br>gerne über*ihre gemeinsamen Interessen.*In der vergangenen Woche<br>führte Dr. Wagner*eine spannende Diskussion*über unterschiedliches*Brutverhalten.<br>Diese Woche*ging es*auf Wunsch*von Dr. Patel*um Skelette.<br>Er*holte*eine kleine Figur*eines Triceratops*heraus*und*gab sie*weiter.<br>Er hätte*gerne*die Fossilien*zur Veranschaulichung*zur Hand*gehabt.<br>Sie diskutierten*die möglichen Funktionen*dieser Hörner*bei der Verteidigung.<br>Ihre Diskussionen*erstreckten sich*bis in die*späten Abendstunden.<br>Sie verabredeten sich*für nächste Woche,*um weiter zu diskutieren.<br>Um so gut*wie möglich*vorbereitet zu sein,*lasen beide*viel*über das Thema.",1,Treffen sich die beiden noch einmal?,j
2,33,scientific_real,"Dr. Heinz Bauer*war ein Astronome*und genoss heute*eine freie Nacht<br>in seinem Observatorium*in den Schweizer Alpen.*Er hatte*die ganze Woche<br>an den Berechnungen*für den theoretischen Teil*seines neuesten Projekts*gearbeitet<br>und war nun*endlich fertig.*Er betrachtete*den Sternenhimmel*durch das Teleskop.<br>Er überlegte,*ob*einer der Punkte*ein Asteroid*sei,*der*weit entfernt*seine Bahn*zog.<br>Er schrieb auf,*wie*eine Kollision*mit der Erde*aussehen würde.<br>Dr. Bauer beschloss,*die Forschung*an dieser Stelle*zu vertiefen*und weitere Daten<br>zu sammeln.*Seine freie Zeit*verbrachte er*nun damit,*obsessiv zu messen<br>und seine Beobachtungen*festzuhalten.*Er arbeitete*die ganze Nacht*durch,*und bald<br>brach*der Morgen an.*Er beschloss,*den nächsten Tag*wirklich*nicht zu arbeiten.",1,Hat Dr. Bauer gearbeitet, anstatt seine Freizeit zu genießen?,j
2,34,scientific_real,"Die Forscherin*Dr. Elise Linden*arbeitete*in ihrem Labor*in Amsterdam<br>an ihrer Studie*über globale Erwärmung.*Gegen Nachmittag*klingelte*ihr Handy<br>und sie wurde*von ihren Vorgesetzten*zu einer dringenden Besprechung*gerufen.<br>Man hatte*in einem Forschungsinstitut*in den USA*nach ihrer Expertise*gefragt.<br>In den USA*war gestern*ein Meteorit*eingeschlagen*dessen Bergung*in Gange war.<br>Sie überlegte,*wie groß*der Krater*wohl sein musste.*Sie entschloss sich,*an der Mission<br>teilzunehmen,*denn sie könnte*gleichzeitig*Proben für*ihre eigenen Forschungsprojekte<br>sammeln.*Aufgeregt*verließ sie*ihr Labor*und eilte*nach Hause,*um ihre Koffer*zu packen.<br>Der Flug*für ihre Reise*in die USA*würde*bereits morgen früh*um 6 Uhr*abheben.<br>Sie konnte*vor Aufregung*kaum schlafen,*aber sie saß*rechtzeitig*im Flugzeug.",1,Ging das Flugzeug in einer Woche in die USA?,f
1,35,scientific_real,"Zwei Experten*auf dem Gebiet*der Muskelphysiologie,*Professor Müller<br>und sein Kollege*Dr. Schneider,*trafen sich*in einem Forschungslabor,<br>um ihre*neuesten Erkenntnisse*zu diskutieren.*Während sie*einige Studien*durchgingen,<br>kamen sie*auf die*ihrer Meinung nach*beeindruckendsten Muskelstrukturen*zu sprechen.<br>Herr Müller*stellte fest,*dass*die Libelle*ein wahres Meisterwerk*der Natur*ist.<br>Ihm gefielen*vor allem*die Flügel*die in der Sonne*schimmerten.*Dr. Schneider*nickte<br>und schwärmte davon,*wie ihre Muskeln*nicht nur*für den Flug,*sondern auch<br>für andere*wichtige Funktionen*wie Nahrungsaufnahme*und Fortbewegung<br>entscheidend sind.*Diese Anpassungen*seien*ein erstaunliches Schauspiel.<br>Die beiden*verbrachten*den ganzen*restlichen Tag*mit ihren Diskussionen.",1, Waren die beiden gelangweilt von dem Thema?,f
2,36,scientific_real,"Zwei Ökologen,*Dr. Schulz und*Professor Schneider,*trafen sich*im Unigarten,<br>um bei*einem Spaziergang*neuesten Erkenntnisse*zu diskutieren.<br>Während sie sich*über Dr. Schulz'*neueste Studien*unterhielten,*kam das Gespräch<br>auf ihre*ihrer Meinung nach*besten*Umweltschutzmaßnahmen.<br>Sie*beobachteten interessiert*eine Hornisse,*die*auf einem Ast saß<br>Kurz darauf*hörten sie*ein Summen,*als sie*dicht*an ihnen*vorbeifuhr.<br>Professor Schneider*erschrak sich etwas.*Während sie sich*weiter unterhielten,<br>wechselten sie*das Thema*und begannen,*die Auswirkungen*des Klimawandels<br>auf die Biodiversität*zu diskutieren.*Die zunehmenden*Veränderungen*in der Umwelt<br>erforderten*dringende Maßnahmen*zum Schutz*der Artenvielfalt.",1,Redeten sie über Umweltschutzmaßnahmen?,j
1,37,scientific_real,"Die Geologin*Dr. Wagner*reiste*diese Woche*zum ersten Mal*nach Hawaii,*um im Auftrag<br>eines privaten Käufers*nach wertvollen Objekten*zu suchen.*Nach der Untersuchung<br>der lokalen Formationen*und der Entnahme*von Proben*besuchte sie<br>das nahe gelegene*Museum in Honolulu,*das eine beeindruckende Sammlung*kultureller Wertgüter*zeigt.<br>In einer Vitrine*war*ein Diamant*ausgestellt,*der*besonders groß*war.<br>Interessiert*betrachteten sie*den Schliff*und unterhielten sich*darüber.<br>Der Fundort*war eine abgelegene Mine*in der Nähe*des Dorfes.<br>Dr. Wagner*wusste,*dass ihr Chef*sehr interessiert*sein würde<br>und machte*dem Museum*großzügige Angebote,*die aber alle*abgelehnt wurden.<br>Frustriert*verließ*Dr. Wagner*das Museum*und machte einen*Anruf an*ihren Auftraggeber.<br>Der gab ihr*ein höheres Budget*und bat sie*es mit einem*größeren Angebot*erneut zu versuchen.",1,Untersuchten sie lokale Formationen und entnahmen Proben?,j
1,38,scientific_real,"Dr. Fischer*und Dr. Weber* zwei angesehene Archäologen,*reisten*nach Ägypten,<br>um an einer Ausgrabung*in der Nähe*von Luxor*teilzunehmen.*Ihr Ansehen*als Experten<br>für die Antike*hatte sie*zu begehrten*Forschungspartnern*gemacht.*Sie besuchten <br>das nahegelegene*Museum,*das interessante Relikten*aus der Pharaonenzeit*beherbergte.<br> In einer Vitrine*war*ein Kristall*ausgestellt,*der*eine ganz besondere*Farbe*hatte.<br> Interessiert*betrachteten sie*den Schliff*und diskutierten*die Seltenheit.<br>Der Fundort*war*ein großes Bergwerk*in der Nähe*des Dorfes.*Sie machten*dem Museum<br>großzügige Angebote,*um das Stück*zu erwerben*denn sie wollten*Untersuchungen<br>durchführen*für die das Stück*in ihr Labor*in Deutschland*transportiert*werden musste.<br>Der Museumsbesitzer*war damit*leider nicht*einverstanden,*und lehnte*ihr Angebot ab.",1,War die Ausgrabung in Amerika?,f
2,39,scientific_real,"In einem Viertel,*das für seine*beeindruckende Architektur*bekannt war,*waren die beiden<br>befreundeten Kunstkritiker*Emma und Daniel*schon eine Weile*unterwegs.*Sie sollten <br>einen Artikel*über*die kulturelle Bedeutung*der Gebäude*schreiben.<br>Besonders*gefiel ihnen*ein altes Herrenhaus,*das sich*von den*anderen Häusern*abhob.<br>Entlang*der Vorderseite*erstreckte sich*eine Veranda,*die ihnen*sehr gefiel.<br>Sie fragten sich,*wie die Aussicht*von dort*wohl sein würde.*Die filigranen*Säulen<br>und das*aufwendig verzierte*Geländer*verliehen*dem Gebäude*eine majestätische Aura.<br>Sie schrieben*über*die kunstvollen Fresken*im Inneren*und die Geschichten*über<br>die berühmten Persönlichkeiten,*die einst*in diesem Herrenhaus*gelebt hatten.<br>Der Artikel war*ein voller Erfolg*und fand*viel Anklang*mit der Leserschaft.",1,Ging der Artikel über kuriose Häuser?,f
2,40,scientific_real,"In einem*alten Pariser Stadtviertel,*waren die Kunsthistoriker*Jean-Paul*und Hugo<br>seit*ein paar Stunden*unterwegs.*Ihr aktuelles Projekt*war die Erstellung<br>eines Bilderbandes.*Der Grund für*ihren heutigen Besuch*war eine Villa,*die einst<br>von Monet*besucht worden war.*Die*Villa*stach hervor*.<br>Sie staunten*über*die Fassade,*und unterhielten sich*darüber.<br>Ihnen gefiel*besonders*die Verzierung*und sie machten*ein Foto.<br>Die filigranen Ornamente*und die geschwungenen Linien*verliehen*eine anmutige Eleganz.<br>Sie klingelten,*um die Bewohner*des Hauses*um Erlaubnis*zu bitten,*das Gebäude<br>in ihrem Buch*zu veröffentlichen.*Die nächste Stunde*verbrachten sie damit,<br>Fotos zu machen,*welche*die Dramatik*und Eleganz*des Gebäudes*einfangen sollten.",1, Schrieben die beiden einen Blog-Artikel?,f
3,41,scientific_real,"Die Archäologen*Dr. Emily Dawson*und Dr. Samuel Turner*waren*auf die Erforschung<br>vergangener Kulturen*spezialisiert.*Sie standen*vor einer*neu entdeckten<br>archäologischen Ausgrabungsstätte*tief im Dschungel*Südamerikas.<br>Bei der Erkundung*der Stätte*fand Rebekka*eine relativ*gut erhaltene Skulptur.<br>Der Sockel*der Skulptur*war*aus Porzellan*und war*mit dekorativen Blumen*bemalt.<br> Das Material*erinnerte sie an*das Geschirr*ihrer Tante,*die Sammlerin war.<br>Die Archäologin*zeigte ihrem Partner*den Fund*und deutete*auf die fiiligrane Arbeit.<br>Die Skulptur war*teilweise zerbrochen,*aber die*erkennbaren*kunstvollen Details<br>zeugten von*einem bemerkenswerten*handwerklichen Können.*Die beiden Archäologen<br>widmeten sich*der sorgfältigen Bergung*und Dokumentation*dieses wertvollen Fundes.",1,War die Skulptur etwas zerbrochen?,j
3,42,scientific_real,"Dr. Sina Hoffmann*zeigte*Dr. Moritz Becker*im Abstellraum<br>die frisch gelieferten*Abzugshauben*für die Chemielabore,*die am Vortag<br>eingetroffen waren.*Da sie nur*zwei Abzugshauben*benötigte,*bot sie Dr. Becker an,<br>einen Blick*darauf zu werfen.*Er begutachtete sie*sorgfältig.<br>Der Rand*wurde*mit Silikon*versiegelt*und anschließend*fein verputzt.<br>Es wurde versichert,*dass*die Abdichtung*präzise*ausgeführt wurde.<br>Dr. Becker hatte*einige Kollegen*über diese Hauben*reden hören,*und war deshalb<br>sehr neugierig.*Er war unzufrieden*mit seiner*derzeitigen Laborausstattung,<br>weshalb er*dankend zusagte.*Die Abzugshauben*sollten*am Abend*installiert werden.<br>Am nächsten Tag*war bereits*alles fertig*und Dr. Becker*war sehr zufrieden.",1,War Dr. Becker zufrieden mit seiner derzeitigen Ausstattung?,f
3,43,scientific_real,"Im Notfallraum*eines Krankenhauses*herrschte*geschäftiges Treiben.<br>Ärzte und Krankenschwestern*eilten*von einem Patientenzimmer*zum anderen.<br>Gegen Mitternacht*wurde ein Patient*hereingebracht,*der unter starken Schmerzen<br>zu leiden schien.*Dr. Miller*übernahm*die Operation*als leitender Chirurg.<br>Er erkannte*das Problem*und*griff nach*der Pinzette,*die*auf dem Tisch*lag.<br>Die Arbeit*erforderte*die Präzision*eines Experten.*Die Operation*verlief erfolgreich,<br>und der Patient*konnte*schon nach kurzem*wieder entlassen werden.<br>Dr. Miller arbeitete*bis fünf Uhr morgens,*bevor er erschöpft*ins Bett fiel.<br>Er wusste,*dass er sich*auf den*morgigen Arbeitstag*vorbereiten musste,<br>denn das Wohlbefinden*der Patienten*hatten für ihn*oberste Priorität.",1,War es ein stressiger Arbeitstag im Krankenhaus?,j
3,44,scientific_real,"Im Berliner Labor*für Seuchenbekämpfung*standen Wissenschaftler*und Forscher<br>um die Labortische.*Sie diskutierten über*Bakterienproben,*um die Ausbreitung<br>einer bedrohlichen Krankheit*einzudämmen.*Dr. Recht,*ein renommierter Epidemiologe,<br>hatte*aus seinem Labor*in Köln*eine wichtige Probe*mitgebracht.<br>Aus der Schublade*holten sie*ein Mikroskop,*das*er vor Kurzem*erworben hatte.<br>Sorgfältig justierte*er*die Schärfe,*um*alle Details*sichtbar*zu machen.<br>Leider*stellten sie fest,*dass das Schlimmste*eingetreten war.*Das Bakterium*hatte<br>eine unbekannte Mutation*entwickelt,*die eine Ausbreitung*der Krankheit*begünstigte.<br>In Panik*machten sich*die Wissenschaftler*sofort*an die Arbeit,*um die Auswirkungen<br>dieser Mutation*zu verstehen*und Gegenmaßnahmen*zu entwickeln.",1, Waren die Wissenschaftler von den Ergebnissen beruhigt
3,45,scientific_real,"Dr. Miller,*eine Rheumatologin,*betrat*das Krankenzimmer,*in dem ein Patient<br>namens Bastian*mit seinen Eltern*saß.*Er hatte*seit Wochen*mit starken Gelenkschmerzen<br>und Schwellungen*zu kämpfen.*Dr. Miller führte*eine körperliche Untersuchung*durch.<br>Sie stellte fest,*dass Bastian*an einem seltenen,*aber*schweren Gelenkleiden*litt.<br>Sie erzählte*ihnen von*einer Therapie*über die sie*erst vor Kurzem*gelesen hatte.<br>Sie hatte*die Hoffnung,*dass*eine Heilung*schnell und einfach*möglich sei.<br>In den*folgenden Wochen*begannen*seine Schmerzen*nachzulassen.*Dr. Miller war erleichtert,*dass er*auf dem Weg*der Besserung war,*und Bastian<br>war dankbar*für ihre Sorgfalt*und Expertise*bei der Diagnose*seiner Erkrankung.<br>Auch seine Eltern*waren sehr erleichtert*und bedankten sich.",1,Verbesserte sich Bastians Kondition?,j
3,46,scientific_real,"Hannah betrat*die Apotheke*in der Stadt,*in der nur*eine weitere Kundin*stand.<br>Sie war*mit quälenden Schmerzen*aufgewacht*und war heute*nicht in der Lage*zu arbeiten.<br>Die Apothekerin*erkundigte sich*nach Hannahs Symptomen.<br>Hannah versuchte,*präzise zu antworten,*und die Apothekerin*nickte verständnisvoll.<br>Sie kramte*in der Schublade*nach*einem Medikament*und*wurde*auch gleich fündig.<br> Sie las*auf*der Packung*welche Dosierung*angemessen war.<br>Sie empfahl*Hannah zudem*Bettruhe und viel Tee.*Zwei Tage später*konnte Hannah<br>wieder arbeiten gehen.*Dank der Unterstützung*ihrer Kollegin Jana, <br>die einen Teil*ihrer Aufgaben*übernommen hatte,*hatte sie*nicht allzu viel*nachzuholen.<br>Sie nahm sich vor,*mehr*auf ihre Gesundheit*zu achten.",1,Konnte Hannah zwei Wochen nicht mehr arbeiten?,f
3,47,scientific_real,"Lilli konnte*kaum noch*laufen*vor Schmerzen*und rang*nach Luft.*Sie hatte<br>schreckliche Schmerzen*und hoffte verzweifelt*auf Hilfe.*Sie quälte sich<br>in die nächste Apotheke,*wo der Apotheker*zu ihr eilte*und sich*nach ihren Symptomen<br>erkundigte.*Lili erklärte*dem Apotheker*unter Tränen,*wo sie Schmerzen hatte.<br>Er kramte*in der Schublade*nach*einer Tablette*und*wurde*auch gleich fündig.<br>Er gab ihr*für*die Einnahme*ein Glas Wasser.<br>Er half ihr,*sich in den Hinterraum*zu legen,*während er*den Krankenwagen*rief.<br>Lilli musste*im Krankenhaus*notoperiert werden,*weil eine Zyste*explodiert war.<br>Die schnelle Reaktion*des Apothekers*rettete ihr Leben.<br>Drei Wochen später*kam Lilli*gesund*und mit Blumen*in die Apotheke.<br>",1,War eine Zyste in ihrem Körper explodiert?,j
3,48,scientific_real,"Dr. Schulz*war*Notfallchirurg*und hatte heute*eine Nachtschicht*vor sich.<br> Kurz nach Mitternacht*wurde*ein junger Mann*eingeliefert,<br>der in*einen schweren Autounfall*verwickelt war.*Sie operierten*vier Stunden lang,<br>bis der Patient*wieder*in einem stabilen Zustand*war.<br>Da*immer noch*die Möglichkeit*einer Infektion*bestand,*wurde er*sorgfältig überwacht.<br>Sie wollten*es verhindern,*dass*ein Antibiotikum*eingesetzt*werden müsste.<br>Die Familie*des Patienten*wurde bereits*vom Krankenhaus*kontaktiert<br>und sie wartete*besorgt*im Wartezimmer*auf Neuigkeiten*über ihr Familienmitglied.<br>Dr. Schulz traf*die Familie*und übergab ihnen*die guten Nachrichten.<br>Der Patient*war bald wieder*auf dem Weg*der Besserung.",1,Konnte das Krankenhaus die Familie des Patienten nicht erreichen?,f
3,49,everyday_pseudo,"Familie Schmidt*hat heute*einen Ausflug*in den*nahe gelegenen*Naturpark*gemacht.<br>Die beiden Kinder,*Emily  und Max, *konnten*vor Aufregung*kaum stillsitzen.<br>Als sie*im Park*ankamen,*breiteten sie*ihre Decke*auf einer grünen Wiese*aus.<br>Der Vater*deutete*auf einen kleinen Punkt*im Himmel.* <br>Er erklärte ihnen,*dass es*ein Latendit*ist,*der seine Bahn*um die Erde zog.<br>Sie überlegten,*wie lange*der Signal*wohl schon*im Weltraum*unterwegs war.<br>Emily*war begeistert*und wollte*unbedingt*mehr darüber erfahren.<br>Den Rest*des Picknicks*verbrachte sie damit,*über*den Weltraum*zu fantasieren.<br>Emily wollte*nun unbedingt*Astronautin werden.<br>Zu Hause*musste*ihr Vater*ihr ein Buch*über Astronauten*vorlesen.",1,Möchte Emily nach einem Picknick im Naturpark Astronautin werden?,j
1,50,everyday_pseudo,"Lisa*und*ihr Freund Alex*waren*endlich*auf*der lang ersehnten*Radtour.<br>Auf halbem Weg*zu ihrem Ziel*spürte*Lisa*ein ungewöhnliches Ruckeln*an ihrem Fahrrad.<br>Verwirrt*hielt sie an*und überprüfte*die Kette.*Alex fragte besorgt,*was los sei.<br>Lisa seufzte*und deutete*auf ein Kettenglied,*das*gebrochen zu sein*schien.<br>Es war*letzte Woche*vom Beprodiker*gecheckt worden*und nun*gab es*wieder Probleme.<br>Sie überlegten,*wie lange*die Reparatur*wohl*dauern würde.<br>Lisa*brach*in Tränen*aus,*weil*die Radtour*nun*zu scheitern*schien.<br>Alex tröstete sie*und*stieg auch ab,*und*sie schoben*die Räder*den Rest*des Weges.<br>Zwei Stunden später*kamen sie*endlich*an einem Rastplatz an*und machten*eine Pause.<br>Jetzt*mussten sie*nur noch*ein paar Kilometer*nach Hause*fahren.",1,Haben Lisa und Alex die Räder den Rest des Weges geschoben?,j
3,51,everyday_pseudo,"Clara,*eine Kinderbuchautorin,*befand sich*in einem Wettlauf*gegen die Zeit.<br>Der Abgabetermin*für ihr neuestes Buch*war heute Abend*und Clara<br>Hatte*noch viel*zu tun.*Sie räumte*ihren Schreibtisch auf,*und packte<br>ihren Laptop aus,*um dort*weiterzuschreiben,*wo sie gestern*aufgehört hatte.<br>Sie verbrachte*den ganzen Tag*mit*der Morlaktur*und*arbeitete*sehr sorgfältig.<br>Sie bemerkte*erschrocken*einen Fehler*ganz am Ende.*Als die Sonne*langsam unterging,<br>sandte Clara*das finale Manuskript*endlich ab.*Sie seufzte erleichtert auf.<br>Sie war froh,*ihr Projekt*endlich*beendet zu haben*und war stolz*auf ihre Arbeit.<br>Sie rief*ihre Eltern an*und erzählte ihnen*von ihrem Erfolg.<br>Dann*kuschelte sie sich*ins Bett*und schlief*schon*nach einigen Minuten*ein.",1,Schrieb Clara ihr Kinderbuch bei sich im Garten?,f
3,52,everyday_pseudo,"In der Grundschulklasse*von Frau Metzger*stand*die Bastelstunde*auf dem Stundenplan.<br>Die Schülerinnen*und Schüler*sollten*aus Alltagsmaterialien*eine Windmühle*basteln.<br>Bald*hatten sie*kleine Windräder*aus Pappe und Plastikflaschen gebaut.<br>Nun fehlte*nur noch*Wind,*damit sie*die Windmühlen*testen konnten.<br>Dazu*konnten*sie*eine Tastrime*benutzen,*die*ihnen kürzlich*zur Verfügung*gestellt wurde.<br>Einige Schüler*fanden*die Technik*besonders interessant.*Frau Metzger*zeigte*ihnen,<br>wie sie*ihre Windmühle*testen konnten.*Dann durfte jeder*nach vorne kommen,<br>um seine Windmühle*zu beschreiben*und anschließend*die Funktion*vorzuführen.<br>Am Ende*wählten sie*per Abstimmung*die beste Windmühle*und baten Frau Metzger,<br>in der nächsten Stunde*einen weiteren Wettbewerb*zu veranstalten.",1,Bastelte die Grundschulklasse mit Pappe und Plastik Windmühlen?,j
3,53,everyday_pseudo,"Die kleine Annalena *saß*auf dem Boden*ihres Kinderzimmers,*umgeben von*Büchern.<br>Ihre Eltern*hatten sie*ins Bett*geschickt,*aber*Annalena wollte*noch ein wenig<br>in den Büchern*schmökern.*Noch konnte sie*nur wenige Wörter*lesen,<br>aber zum Glück*hatten*ihre Bücher*auch viele Bilder.<br>Am besten*gefiel*ihr*eine Lamisse,*die*auf einer Buchseite*zu sehen*war.<br>Auf der Zeichnung*war*ein Garten*abgebildet,*der*sehr detailliert*gestaltet war.<br>Das nächste Buch*handelte von*Prinzessinnen.*Sie beschloss,*in ihrem Schrank*nach ihrem<br>Prinzessinnenkleid*zu suchen,*um sich*zu verkleiden.*Aber gerade*als sie es*gefunden hatte,<br>hörte sie*die Schritte*ihrer Mutter.*Schnell löschte sie*das Licht*und sprang*ins Bett.<br>Ihre Mutter*öffnete*die Tür*einen Spalt*und schloss sie*dann wieder.",1,Ging Annalena nach dem Lesen direkt ins Bett?,f
1,54,everyday_pseudo,"Frau Müller*hat heute*mit der 7. Klasse*einen Ausflug*gemacht.*Vor ihnen*lagen<br>viele Attraktionen,*darunter*ein malerischer Teich*mit vielen Fischen<br>und ein Schmetterlingshaus.*In der Mittagspause*verlor Frau Müller eine Gruppe<br>von Schülern*aus den Augen.*Sie suchte sie*besorgt*und fand sie*zum Glück wieder.<br>Die Schüler*hatten sich*um*eine Exglinie*versammelt*und betrachteten sie.<br>Sie befand sich*in der Mitte*vom Garten*und*wirkte*sehr anmutig.<br>Frau Müller*ermahnte*die Schüler,*die Umgebung*nicht mehr allein*zu erkunden,<br>war aber*vor allem*erleichtert, *die Schüler*wieder gefunden*zu haben.<br>Der Ausflug*endete*mit einem kleinen Quiz*über die Schmetterlinge,*die sie*gesehen hatten.<br>Auf der Rückfahrt*sprachen*die Kinder*immer noch*über die Schmetterlinge.",1,Endete der Ausflug mit einem Quiz über Teiche?,f
1,55,everyday_pseudo,"Anne saß*entspannt*im Wohnzimmer*und genoss*ihr Buch,*als ihre Tochter Fina<br>mit braunen Handflächen*und Dreck*im Gesicht*vom Spielplatz*zurückkehrte.<br>Etwas genervt*bemerkte Anne,*wie Fina*den Sand*aus dem Sandkasten*im Haus*verteilte.<br>Sie bat Fina*kurz draußen*zu warten.*Da stupste Fina*ihre Mutter an.<br>In ihrer*rechten Hand*hielt sie*einen Nazendeg*und*reichte*ihn ihr.<br>Sie*hatte ihn*im Garten*entdeckt*und ihr*geben wollen<br> Deren Ärger*verflog schnell*und sie stand auf,*um ihre Tochter*vor der Tür<br>vom Sand*zu befreien.*Fina schien*den ganzen Sandkasten*mitgenommen*zu haben.<br>Danach sprang Fina*unter die Dusche*und war bald*wieder sauber.<br>Anne setzte sich*wieder ins Wohnzimmer*und las weiter.",1,Saß Anne im Wohnzimmer, als ihre Tochter sandbepackt nach Hause kam?,j
3,56,everyday_pseudo,"Die Nachbarskinder*Lisa und Tom*spielten*fast jeden Tag*miteinander<br>und durften schon*alleine*aus dem Haus*gehen,*solange sie*in der Straße*blieben.<br>Heute*fuhren sie*mit ihren Fahrrädern*in den Park*und setzten sich*in den Sandkasten.<br>Tom zog*seinen Rucksack aus*und kramte*darin herum.<br>Er*holte*eine kleine Figur*eines Stegoceratus*heraus*und*gab sie*weiter.<br>Er hätte*gerne*die Fossilien*zur Veranschaulichung*zur Hand*gehabt.<br>Lisa war*sehr beeindruckt*und fragte*ihre Mutter*zu Hause,*ob sie auch<br>solche Figuren*haben könnte.*Beim nächsten Treffen*spielten*die beiden Kinder <br>mit ihren Figuren*und lasen*Bücher über*prähistorische Abenteuer.<br>Sie hatten*noch mehr Spaß*miteinander*als zuvor.",1,Durften Lisa und Tom schon alleine aus dem Haus gehen, solange sie in der Straße blieben?,j
1,57,everyday_pseudo,"An einem Sommerabend*lagen Jennifer und*ihr Vater*auf dem Rücken*im Garten<br>und betrachteten*den funkelnden Sternenhimmel.*Ihr Vater zeigte*auf den hellen Mond<br>und erklärte ihr,*dass der Mond*von der Sonne*angestrahlt wird*und deshalb<br>so hell leuchtet.*Ihr Vater beobachtete*den Himmel*ganz genau.<br>Er überlegte,*ob*einer der Punkte*ein Exdetoik*sei,*der*weit entfernt*seine Bahn*zog.<br>Sie diskutierten,*wie*eine Kollision*mit der Erde*aussehen könnte.<br>Am nächsten Abend*wollte Jennifer wieder*mit ihrem Vater*in den Sternenhimmel*schauen.<br>Gerührt von der Begeisterung seiner Tochter, beschloss er,*ein preiswertes Hobbyteleskop<br>zu kaufen,*um seiner Tochter*so viel wie möglich*zeigen zu können.<br>Er lies sogar*ein Buch über*einfach zu erkennende*Konstellationen.",1,Hat Jennifer' Vater ein preiswertes Hobbyteleskop gekauft, um seiner Tochter mehr zeigen zu können?,j
1,58,everyday_pseudo,"David saß*abends*nach der Arbeit*in seinem Sessel*im Wohnzimmer*und schaltete müde<br>zwischen den Fernsehkanälen*hin und her.*Kurz ließ er*einen Zeichentrickfilm*laufen,<br>in dem*eine Freundesgruppe*Abenteuer erlebte,*aber seine Gedanken*wanderten<br>immer wieder*zur Arbeit.*Als er wieder*umschaltete,*sah er*eine Sondermeldung.<br>In den USA*war gestern*ein Hedeorem*eingeschlagen*dessen Bergung*in Gange war.<br> Er überlegte,*wie groß*der Krater*wohl sein musste.*Schließlich*legte er*die Fernbedienung<br>beiseite*und beschloss,*nach draußen*zu gehen.*Ein Spaziergang war*genau das Richtige,<br>um den Kopf*freizubekommen*und die Sorgen*über die Arbeit*für den Moment*zu vergessen.<br>Die frische Luft*und Naturgeräusche*halfen ihm,*sich zu beruhigen*und Energie*zu tanken.<br>Er fühlte sich*schon viel besser*und konnte endlich*abschalten.",1,Hat David den Zeichentrickfilm lange angesehen?,f
